timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,buffer_avg_reward,buffer_win_rate,cumulative_pnl,cumulative_trades,cumulative_win_rate
2025-12-30T12:10:52.047240,1,-0.012405692646279932,0.5408353444188834,1.0785907447338103,0.014805179298855364,0.0703125,-0.03244568781038493,-0.03349594310320066,0.0546875,0.11999999999999988,121,0.23140495867768596
2025-12-30T12:13:00.820060,2,0.005508487966532509,0.7659914642572403,1.0879972130060196,0.010766832351995012,0.111328125,-0.016363522055024005,-0.007841218529534053,0.03125,0.21999999999999997,234,0.18803418803418803
2025-12-30T12:15:24.910303,3,0.002413773932494223,8.303027167916298,1.0923331797122955,0.009076268901117146,0.069140625,-0.0036751859757657712,-0.035668444153309886,0.318359375,-0.12999999999999995,358,0.17597765363128492
2025-12-30T12:17:47.567997,4,-0.0055332658295002245,1.37329753405518,1.0941117703914642,0.013622490521002974,0.05186631944444445,-0.01937467457194031,0.025839592236722716,0.384765625,0.06999999999999992,473,0.1945031712473573
2025-12-30T12:19:58.039643,5,-0.003535705152899027,0.738129752377669,1.0867894639571507,0.012692634055080513,0.12239583333333333,0.006969140581695177,0.016859298193375213,0.037109375,0.33999999999999986,575,0.19304347826086957
2025-12-30T12:22:19.418274,6,0.00034607478883117435,1.1219397805631162,1.0835206270217896,0.008107268752064556,0.0708984375,-0.01894794348018558,0.03687689928271128,0.064453125,0.7900000000000007,703,0.20483641536273114
2025-12-30T12:24:51.922103,7,-0.009742381609976291,2.292318757623434,1.0690403148531913,0.002708887541666627,0.098046875,0.0003279284495619761,-0.040792811821161935,0.048828125,0.5350000000000004,818,0.20660146699266504
2025-12-30T12:27:01.671701,8,-0.006586805521510542,3.4916835531592367,1.0668072819709777,-0.0034857822000049056,0.095703125,-0.007108000479252752,-0.07624331886410199,0.091796875,-0.09499999999999974,928,0.20043103448275862
2025-12-30T12:29:22.409706,9,-0.0012917691463371738,5.398849043250084,1.0702631309628488,0.013545965822413564,0.0880859375,-0.003133165714546138,-0.05012726943707902,0.94921875,-0.6199999999999998,1040,0.20673076923076922
2025-12-30T12:31:37.329153,10,-0.0029672702541574834,3.2001596987247467,1.0668117463588715,0.0005828735302202404,0.0712890625,-0.007575151058439644,0.008045249118681194,0.958984375,-0.6100000000000003,1165,0.20429184549356222
2025-12-30T12:33:58.929964,11,-0.000616185914259404,0.7556300740689039,1.061620482802391,0.007338042894843966,0.059765625,0.016632076457909095,0.015099316910994086,0.970703125,-0.5200000000000005,1286,0.20373250388802489
